song_name,artist,spotify_id,popularity
Teenage Fever,Drake,6n3HGiq4v35D6eFOSwqYuo,81
Fashion Killa,A$AP Rocky,0O3TAouZE4vL9dM5SyxgvH,80
いりぐちでぐち,Ichiko Aoba,3P0gVF4qLZOeWL3z8zjHwn,33
watakushi no circus - remastered,Ichiko Aoba,3ib8y7t8Hbk79Mhahtm9ZA,25
iam POD (0%),Ichiko Aoba,1LSEN5YGJ25y5VNNAPlx6M,41
watashi no nusubito - remastered,Ichiko Aoba,4pvwJZdAlsjThquFYSJJcZ,21
CALLIGRAPHY,Saba,6z2qhhmoRzUMp0GDZN2mnb,46
"head.rap (ft. Madison McFerrin, Ogi, Jordan Ward)","Saba, No ID, Madison McFerrin, Ogi, Jordan Ward",5RlDYfphEpQaft5JDQfQko,37
BUSY/SIRENS,"Saba, theMIND",5grLxdzdEocGbwXhYLohqy,49
an Interlude Called “Circus” (feat. Eryn Allen Kane),"Saba, Eryn Allen Kane",2Lmpxi7j95HOvsR6zj1Fl3,51
Ball Alone (feat. Joey Bada$$ & Saba),"Powers Pleasant, Saba, Joey Bada$$",1iFq30sebSBYZkIcmYLtrY,32
Nightcrawler (feat. Swae Lee & Chief Keef),"Travis Scott, Swae Lee, Chief Keef",3xby7fOyqmeON8jsnom0AT,77
Timeless (feat. Playboi Carti),"The Weeknd, Playboi Carti",1Es7AUAhQvapIcoh3qMKDL,32
Sagu Palm's Song,Ichiko Aoba,3UJ6OVh78Nazf6W92XJMXp,0
No Friends In The Industry,Drake,2tUL6dZf1mywCj5WvCPZw6,69
海辺の葬列,Ichiko Aoba,6ReZJe3uY6iRIoXHrDNI6R,47
kokoro no sekai,Ichiko Aoba,1Lu6XoAbnngrTMhO4PXLU0,43
Dawn in the Adan,Ichiko Aoba,03fJjiNTn1gyzbqHl1Hskt,0
Parfum d'étoiles,Ichiko Aoba,1LBtQ5Ce1Oo3UHdfMEQ72n,0
Shinunoga E-Wa,Fujii Kaze,0o9zmvc5f3EFApU52PPIyW,77
オトノケ - Otonoke,Creepy Nuts,6KYOlIwDHbrbeBbJEtQ0Fj,76
Seabed Eden,Ichiko Aoba,57nNl97dx0te1FSQAhA9mh,41
bouquet,Ichiko Aoba,1YtAvN3orGDreBWKwUyAAt,59
You Only Live Once,The Strokes,4fPBB44eDH71YohayI4eKV,72
いきのこり●ぼくら,Ichiko Aoba,6ad7bQ48TlqAgebCExUJVe,55
太陽さん,Ichiko Aoba,1yycinn2WICj4UKGQ9xPjD,54
Wyoming,Elijah Fox,36faRr0qW9joLZLiWbCRZn,9
Michi Teyu Ku (Overflowing),Fujii Kaze,4hsEFcCA7AL5hlKG4PRp2Z,63
踊り子,Vaundy,1YXot2MLAG9sttepCtBRM7,71
Friday I'm In Love,The Cure,4QlzkaRHtU8gAdwqjWmO8n,77
Pyramid Song,Radiohead,55q3Ro66yXWi9rsEddeEN4,63
Welcome To Japan,The Strokes,7bfocP7GYoLOutUYpTI8tx,61
Weird Fishes / Arpeggi,Radiohead,4wajJ1o7jWIg62YqpkHC7S,77
サンセット・ロード,高橋玲子,1H9RGVK5hw404lHcKCSA67,54
Asleep Among Endives,Ichiko Aoba,0RD3NWnHlyBCRwgNZy8QAn,65
4:00A.M.,Taeko Onuki,0zoGVO4bQXG8U6ChKwNgeg,67
Fly-day Chinatown,Yasuha,73yXCwINoNqUBJRAgPJPsY,66
二十歳の恋,Lamp,1EA40FX9aBaKIXwIp83WzL,69
Mayonaka no Door / Stay With Me,Miki Matsubara,2BHj31ufdEqVK5CkYDp9mA,76
Secret Door,Arctic Monkeys,4dtP86vkhzwNXCFpCtizce,71
Bye Bye Bye,*NSYNC,62bOmKYxYg7dhrC6gH9vFn,79
My Love (feat. T.I.),"Justin Timberlake, T.I.",4NeOWqHmlrGRuBvsLJC9rL,80
"Holding you, Holding me",Cigarettes After Sex,2HZFVG2oEzLou9lT8SA2BD,7
A Punch Up at a Wedding,Radiohead,5kDi4uwQnHM920ElxNdzUO,50
I Know It's Over - 2011 Remaster,The Smiths,3M2bD9SMYnJIPdrTKUnBd3,72
Close To Me,The Cure,4xiyq1iRdsxuU1BPUJ490Z,69
Halibo,"Billx, Dr. Peacock",6M8EMAnTPPnZN58u94iPzg,48
"Six Lines, Two Dragons, and a Messiah","$uicideboy$, Shakewell",4Xid2bPvFoMcwp6NeUT2Ap,63
Champagne Face,"$uicideboy$, Germ",1UsvO5U72YRU8Xnq8Lp14O,63
"Breaking News (""Rattn Tattn"")","Expulze, Narfos",3SpSPySCZRobjGpUsZdQq9,1
Bella Ciao,Gunz For Hire,0aSdsoufzNzGKFkRTkBYzM,45
Serenade,"Franz Schubert, Rousseau",3XyZRXamS6vocyzl0bAATP,37
Ash Kaashh,"1nonly, lilbubblegum",2XTNng3KSth6MNRzHGspnO,38
Lust,Lil Skies,7oJrVhiTPZGBXWPwhxjy9S,72
Location,Playboi Carti,3yk7PJnryiJ8mAPqsrujzf,77
No Option,Post Malone,6M0IsaUX4GNyto4niSegfI,63
N 2 Deep,"Drake, Future",34D6FJysnQioVingDKufuf,67
Spiderhead,Cage The Elephant,5r5Lj2MkgwQJz6TaBdL865,57
Wasted (feat. Lil Uzi Vert),"Juice WRLD, Lil Uzi Vert",1a7WZZZH7LzyvorhpOJFTe,74
NO BYSTANDERS,Travis Scott,6OaVWaGfhXn70ZJfdVcabn,70
72 Seasons,Metallica,3uSATa7xWXVJrMhJJSnGGk,55
Lux Æterna,Metallica,6eXWc7irALyENtbAD2TTOT,58
i was all over her,salvia palth,6mSnSuOhgHHohqeBw76jRV,80
(dream),salvia palth,17YNmMy03QLPirmBzWxFa6,75
Screaming Suicide,Metallica,2hBn08QphNtdnhwDNtnZMg,53
Lego Blocks,NERIAH,01RJQlTi0aR0syDcSFLzTv,47
APOLOGIZE,Baby Keem,4MQIDIQjNWkUvpXe5Je7TO,58
GREECE (feat. Drake),"DJ Khaled, Drake",35RJhm1pEovTBwnNR0zWad,69
It's Up (feat. Young Thug & 21 Savage),"Drake, Young Thug, 21 Savage",1qIwin7JMVuX70qN6wD8ww,70
No Face,Drake,1560osUcXrnov6yuOjXvc1,74
BURN,"¥$, Kanye West, Ty Dolla $ign",38BgRP0EX5p0sBj0fFhqN9,12
CARNIVAL,"¥$, Kanye West, Ty Dolla $ign",4OssqCixV2Xsxd43wMIQyS,20
PROMOTION,"¥$, Kanye West, Ty Dolla $ign",6bSfeCXlUaGa3eWCy5qPTb,62
Tailor Swif,A$AP Rocky,5xMjhZKSo8yh5r9b5vrYRr,65
HIGHJACK,"A$AP Rocky, Jessica Pratt",57L5EYzCfHS7Jd58rV33lW,70
FIELD TRIP,"¥$, Kanye West, Ty Dolla $ign",7vv89PswQvqGKCGJ1rw5on,72
cross my heart,Artemas,1GnTBbaFtxNkHEjUsWEdNu,66
die first,Nessa Barrett,21szgNA72iLwvBxHQLgwBh,59
Up - Theme from the Motion Picture,Giampaolo Pasquile,6itnhgWDgGf2GRXVkVIMq4,41
"the cars are passing, so is time",jmont,3yw8Lp2TCR0y7vozaK8nvv,28
Hell N Back,Bakar,0rVJ6v23RQozOIvr1YotJP,71
44 Bars,Logic,1Q26rrilFWmxRm2r1Twzd0,21
I Don't Care,Fall Out Boy,26VG1uCazw9xtVnq8A1vtd,64
The Scientist,Coldplay,75JFxkI2RXiU7L9VXzMkle,88
No Time for Caution,Hans Zimmer,5aaXqH8rgKZxg61HjECldi,60
Stay,Hans Zimmer,1fTAs4YpBA7R21i0iB4j54,56
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)","A$AP Rocky, Rod Stewart, Miguel, Mark Ronson",2N3U8uTYhjX2KwGT0pf5x0,80
sTraNgeRs,Bring Me The Horizon,7ojQB63aoM7jk5JsF4CRkj,61
ball w/o you,21 Savage,50a8bKqlwDEqeiEknrzkTO,76
CAN'T SAY,Travis Scott,27a1mYSG5tYg7dmEjWBcmL,77
misses,Dominic Fike,6WTFHKrnZpwEBLRS10Ylqs,74
The Recipe - Bonus Track,"Kendrick Lamar, Dr. Dre",5jHilrZDaP1vJMZfdN1He3,63
Let Me Know (I Wonder Why Freestyle),Juice WRLD,3wwo0bJvDSorOpNfzEkfXx,78
Who Can It Be Now?,Men At Work,5rfJ2Bq2PEL8yBjZLzouEu,75
Sesame Syrup,Cigarettes After Sex,53k1gKFpKrDbktUzrB80f0,34
Phone Numbers,"Dominic Fike, Kenny Beats",3f9Mzvd3URfbbIJBX4pz9Z,70
Crucify Me (feat. Lights),"Bring Me The Horizon, Lights",2ydtu2SbSeUkdo2kIyCrDf,43
Marcel,Her's,5u9cuDcYdOpSRB7fAYXXdp,62
Mob Ties,Drake,7rC5Pl8rQSX4myONQHYPBK,66
Show Me,Joey Bada$$,2uuJs2nltcYFh9pkKP7bW4,69
The Grinch,Trippie Redd,2VKHWIONh47ntN7wyoSxEQ,68
Day 'N' Nite (Nightmare),Kid Cudi,60PAzFNW3vAiAiVK6DRJfB,71
Hard To Explain,The Strokes,2LMloFiV7DHpBhITOaBSam,63
vent,Baby Keem,1ITpqT1kDATCtMBwOK7sYn,63
Money Trees,"Kendrick Lamar, Jay Rock",74tLlkN3rgVzRqQJgPfink,81
Try Me,The Weeknd,4ppTAJUbNXELZcoUaL90wo,70
trademark usa,Baby Keem,15hJmqqEtASVXl6sM7i4UF,65
LVL,A$AP Rocky,787rCZF9i4L1cXGMkdyIk4,79
Gold Digger,"Kanye West, Jamie Foxx",1PS1QMdUqOal0ai3Gt7sDQ,79
Ms. Jackson,Outkast,0I3q5fE6wg7LIfHGngUTnV,82
Game Over,Avenged Sevenfold,5dSidrJ5XHdP1xb11xpV2z,54
Hot,Cigarettes After Sex,1YA5bU26lxHMggrFfDR5gj,3
Hideaway,Cigarettes After Sex,2WPIxceRvtnq6VtA8gjftE,5
C U Girl,Steve Lacy,6FBzhcfgGacfXF3AmtfEaX,76
BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",7iabz12vAuVQYyekFIWJxD,75
Shimmy (feat. Spiritual Cramp),"White Reaper, Spiritual Cramp",2gOBCPYzHmpaMJ6NDpDhIg,26
Pass The Nirvana,Pierce The Veil,7I93h9I0RUqt1ci3Bfa290,69
Churchill Downs (feat. Drake),"Jack Harlow, Drake",3EMp20j5E42MxfFbsEsIvD,68
X's,Cigarettes After Sex,4ImeysCxPlYmM4LRFp7z9f,7
Walking On A Dream,Empire Of The Sun,5r5cp9IpziiIsR6b93vcnQ,85
Duvet,bôa,42qNWdLKCI41S4uzfamhFM,84
waves - Tame Impala Remix,"Miguel, Tame Impala",3lB0GMiI5KxDbTOG8V3bOx,64
Something About You,"Eyedress, Dent May",6RiiSy9GzSwiyDEJDiMuKe,81
"Honey, This Mirror Isn't Big Enough for the Two of Us",My Chemical Romance,5gNVTfD1L6QrPgOf0wFo0q,62
The World Is Ugly,My Chemical Romance,6VtcgrVYo2xfygcWAfRpd1,66
Power Trip (feat. Miguel),"J. Cole, Miguel",2uwnP6tZVVmTovzX5ELooy,79
Electric Love,BØRNS,2GiJYvgVaD2HtM8GqD9EgQ,80
reprise,salvia palth,3v5TVqzUKg2n8bEmzsfryU,54
No Idea,Don Toliver,7AzlLxHn24DxjgQX73F9fU,80
Yellow,Coldplay,3AJwUDP919kvQ9QcozQPxg,91
Needed Me,Rihanna,4pAl7FkDMNBsjykPXo91B3,80
Sleepyhead,Jutes,7dze4SaHMcFpv4yeJWwfCi,0
Need to Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,79
You Right,"Doja Cat, The Weeknd",0k4d5YPDr1r7FX77VdqWez,77
Streets,Doja Cat,60ynsPSSKe6O3sfwRnIBRf,82
Dani California,Red Hot Chili Peppers,10Nmj3JCNoMeBQ87uw5j8k,80
Please Please Please,Sabrina Carpenter,5N3hjp1WNayUPZrA8kJmJP,80
All I Wanted,Paramore,6geCWidV8IzvJofE8Rk51P,40
Disenchanted,My Chemical Romance,6T7MAQCekVb3UnCykjX3BP,75
Waltz,Fabrizio Paterlini,73fZnvwSUlWwt9LLRkknzs,60
Espresso,Sabrina Carpenter,2qSkIjg1o9h3YT9RAgYN75,86
Total Eclipse of the Heart,Bonnie Tyler,7wuJGgpTNzbUyn26IOY6rj,80
Zombie,The Cranberries,7EZC6E7UjZe63f1jRmkWxt,82
run for the hills,Tate McRae,51hyZpbJlIgZIaX3TtMxmu,81
In A Spiral,Phantogram,6vsBCrM20zIKYkjWQ2qJAo,41
Kiss Me More (feat. SZA),"Doja Cat, SZA",3DarAbFujv6eYNliUTyqtz,83
Viva La Vida,Coldplay,1mea3bSkSGXuIRvnydlB5b,87
Black Out Days,Phantogram,2IWtloZYQDcP8Ashwx8QEF,73
ghost girl,Lil Peep,2YFc0r6PUWDAeE38vJnCxR,71
Maniac,Conan Gray,6KfoDhO4XUWSbnyKjNp9c4,75
White Walls (feat. ScHoolboy Q & Hollis),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Hollis, ScHoolboy Q",1MFD6gdVDjFFMM8ItH9ZhI,59
Don't You (Forget About Me),Simple Minds,6yEAAIEHu4GcUFptg5W9kI,56
Club Can't Handle Me,"Flo Rida, David Guetta",6scLpQdeXFZpHmDu0ZBu2T,36
Hate It Or Love It,"The Game, 50 Cent",2wGSgTmgSF3xjRrHkTc25R,80
4EVA,"KAYTRAMINÉ, Aminé, KAYTRANADA, Pharrell Williams",2sUImfbz5cpAW50SiQla4h,5
Don't Look Back into the Sun,The Libertines,4KspXoCVJXGY1VrvEe1Hdm,61
Should I Stay or Should I Go - Remastered,The Clash,39shmbIHICJ2Wxnk1fPSdz,80
Five More Hours,"Deorro, Chris Brown",3MOECVkNshqHYTPt5DZcdN,72
"On the Beautiful Blue Danube Waltz, Op. 314","Johann Strauss II, The City of Prague Philharmonic Orchestra, Friedmann Riehle",7xYKMuWbTwzMIsmUCM5neF,35
If You’re Too Shy (Let Me Know),The 1975,1C5utO1I8FoSIn6g1R5DAZ,64
Until the End,Avenged Sevenfold,5NJTJElk0ArSxQtYjA0rYR,57
Gunslinger,Avenged Sevenfold,7MOQrtXMNImAq5TrPZzC0w,70
Shepherd of Fire,Avenged Sevenfold,1fQaoh3imrMunWVZh5kf90,70
Seize the Day,Avenged Sevenfold,7HKRWMTErKh56EIBeFcmdf,68
So Far Away,Avenged Sevenfold,7Hr1Ignop7cymbE3FbOtXa,70
Nightmare,Avenged Sevenfold,4UEo1b0wWrtHMC8bVqPiH8,74
Anarchy In The UK,Sex Pistols,5moTxUGPZXgGmosl4rIELm,60
Bags,Clairo,6UFivO2zqqPFPoQYsEMuCc,67
Sofia,Clairo,7B3z0ySL9Rr0XvZEAjWZzM,67
Telescope,Cage The Elephant,0tkBOcK7oRVXQJY97zzSvr,63
Hurricane,Cannons,1UOetxsHH54HcvovvtPkmX,52
Loving You,Cannons,5MVJI1eQ7cLoC0fr6NRE69,52
Bad Dream,Cannons,5ZJ9NpjYG95TDef8bdD1XG,55
Fire for You,Cannons,4o0LyB69tylqDG6eTGhmig,72
Acid Rain,Lorn,7pM9cLbrgRGX1hHElTX92m,59
Bleach (feat. Denzel Curry),"ZillaKami, Denzel Curry",09QvHJHDHbuptkaalGchss,57
Drama,AJR,0A9hK4eLHKyvoRq0aOrDbG,38
i met sarah in the bathroom,awfultune,0mr8FAnN9X70p5KRUwMIJx,9
Paper Planes,M.I.A.,1ixbwbeBi5ufN4noUKmW5a,78
pain,"Lil Peep, Lil Tracy, Slug † Christ",4cYRltLe5uX5K1QUY73YuE,62
NO RESPECT FREESTYLE,Lil Peep,6mFkeYFi41yEVH9vOmvjQF,49
Burgundy,$uicideboy$,22YmmVRHfFX49G6HY5NV3T,68
The Thin Grey Line,$uicideboy$,1d966178PJg6b4kcXqoYF3,68
"Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,3BuLlji2QpVaaVRMURHiah,66
LIFE,Saba,3au0pvHqcTtszysswan6AO,0
Ziplock,Saba,2RmENPt0yPmU09BKjKC26M,52
YOSHIMITSU,Cochise,5X5Aw2yaaCXncoiQh3gWRc,51
Hey Lover,The Daughters Of Eve,0bhwnn2xqnBUcMZDcXNuII,71
Calling After Me,Wallows,6YVajR33kCWLhWpMVD8AGD,71
snowfall,"Øneheart, reidenshi",4xF4ZBGPZKxECeDFrqSAG4,82
Love Lost,"Mac Miller, The Temper Trap",2z9iuAxKv4TTeCrPAxxKg9,78
Sweet Disposition,The Temper Trap,1jUkHIMc7UaJQuzWe5Iop2,75
Late Night Talking,Harry Styles,1qEmFfgcLObUfQm0j1W2CK,77
Might Be Right,White Reaper,5YTDnlr6qzl0XIGCqHP7sx,46
Peso,A$AP Rocky,3tTpvK7QgjjQCKGnHt5xn3,68
highway 95,Baby Keem,2E4INiVkDRBXXkFL4kB1Vk,58
"Love, of Money",MAVI,6qUkNMd34rjpDP5EUy9JNS,56
TEMPTATION,Joey Bada$$,3gJDgenxLephg09x86IxPs,67
Witchy (feat. Childish Gambino),"KAYTRANADA, Childish Gambino",1PxKsGzQcmiwDHvA9ig5gv,68
Paper Trail$,Joey Bada$$,23bOfmnZiN42pB1frXNyak,63
Polynesian,Smino,27ATssFYewh8Vcg6wd6Udq,51
Collard Greens,"ScHoolboy Q, Kendrick Lamar",0zO8ctW0UiuOefR87OeJOZ,74
Suicide Cleanup,Birth Day,5ibob4IdqDLEBi176GswYc,57
Robbers,The 1975,73jVPicY2G9YHmzgjk69ae,72
My Love Mine All Mine,Mitski,3vkCueOmm7xQDoJ17W1Pm3,86
Ghost Town,"Kanye West, PARTYNEXTDOOR",7vgTNTaEz3CsBZ1N4YQalM,78
The Last of Us,Gustavo Santaolalla,285ieonEuLkll3zknYK2TY,61
Can't Stop,Red Hot Chili Peppers,3ZOEytgrvLwQaqXreDs2Jx,86
Starkiller,"ROBPM, MOTVS",4W6CgJobQgL9ZHGHOIVp9Q,40
Black Madonna,Cage The Elephant,4Y6GIje3GErVRIq1Ff5BJq,62
Good Time,Cage The Elephant,5WLghRISj6S0G3OziVTaa9,44
Float Into The Sky,Cage The Elephant,35VPGInrefWbfj8c8S2wXu,46
Rainbow,Cage The Elephant,6buQeGlk47QiPVoPObaZ7x,59
No Surprises,Radiohead,10nyNJ6zNy2YVYLrcwLccB,86
4EVER,Clairo,5mIOsPuQdXchVY0jB5NO9Q,64
Ready To Let Go,Cage The Elephant,4UyAtnwhaKv7EG1BdkBYRI,61
Neon Pill,Cage The Elephant,0cgyeBU54kjmI54TflMANg,56
Whole Wide World - Unpeeled,Cage The Elephant,4sSWukSIqnxnUmvvA7ucFN,0
Sundress,A$AP Rocky,2aPTvyE09vUCRwVvj0I8WK,80
Social Cues,Cage The Elephant,1KuVdyg8d6NlRhbpHxg5UF,66
2nd Hand,$uicideboy$,3YeQsJs1FdLI3w0BqWwpmk,67
Us Vs. Them,$uicideboy$,3cmdqMDc0Fj4TgPeyDOYTM,61
Metaverse,Cage The Elephant,49ukvVBtVT9Y575F6VY33G,50
Time Flies,Drake,5H4mXWKcicuLKDn4Jy0sK7,74
Nothing's Gonna Hurt You Baby,Cigarettes After Sex,7cs7MLtAWvsdf3w5kBvfK2,17
Tejano Blue,Cigarettes After Sex,6sQ833YbGp8SbtGcLCBwHw,5
Cry,Cigarettes After Sex,3p4hRhMcb6ch8OLtATMaLw,62
Circling the Drain,Microwave,6urgjBOT3NTkyIb3EX2yhX,43
One Of Those Days (feat. Lil Yachty & with 347aidan),"Zack Bia, 347aidan, Lil Yachty",2GVThPVZQQ1K21uEefG4r6,46
Chamber Of Reflection,Mac DeMarco,7H7NyZ3G075GqPx2evsfeb,81
Is there free breakfast here?,Hotel Ugly,30jui3PqevssdIVpjEWM38,65
Are You Bored Yet? (feat. Clairo),"Wallows, Clairo",57RA3JGafJm5zRtKJiKPIm,78
Aye,Sam Fender,6aF904WvXt1qesxKJkBFix,31
Dark Red,Steve Lacy,3EaJDYHA0KnX88JvDhL9oa,84
Shut up My Moms Calling,Hotel Ugly,3hxIUxnT27p5WcmjGUXNwx,85
Spit Of You,Sam Fender,2Wpxq62S6BwKM6PNyCQkgr,45
West Savannah (feat. SZA),"Isaiah Rashad, SZA",0Gt4nGWoATcQFL38a1NRao,68
Idea 22,Gibran Alcocer,1FCsK0oKWCtDOYRPYSrYgO,6
Shimmy - feat. Joey Bada$$,"Logic, Joey Bada$$",1EY8nx5zKnaag1rlc2zNNd,45
Flexicution,Logic,2c8sgbZoEanC3QyFNZxUcA,56
Soul Food,Logic,3lWCa9e0KhDghboM5L9C6d,51
Keanu Reeves,Logic,3PYx9Wte3jwb48V0wArMOy,57
44ever,Logic,40DarBiyfVPEC6OQid9jv6,41
"Mia and Sebastians's Theme - From "" La La Land""",Lorenzo de Luca,4iz6eh3fsobtdZS3VQbHw8,43
Idea 1,Gibran Alcocer,3kJACFlgn1rg0I0l4XmzLI,68
Family Matters,Drake,1wFFFzJ5EsKbBWZriAcubN,70
CLYDE (I Hope at Least One of My Ex-Girlfriends Hears This),$uicideboy$,59aL2q2UPYJkgLTSv0WTlB,70
euphoria,Kendrick Lamar,77DRzu7ERs0TX3roZcre7Q,76
"Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,78RdTKcI2CediltTnGLIqr,58
"New Chains, Same Shackles",$uicideboy$,1smeI4gqEuepGWxlSw3tnC,71
BUCKHEAD,"$uicideboy$, Germ",5dol1hrERJOReznLRJ2VVQ,54
Sorry for the Delay,"$uicideboy$, Germ",49YpGS0rVcRLtiDvx5JQyp,54
Tuesday (feat. Drake),"ILOVEMAKONNEN, Drake",2znzyzlAUc8Z1Ikq9aFOcx,0
L$D,A$AP Rocky,4S7YHmlWwfwArgd8LfSPud,73
Over,Drake,6BdgtqiV3oXNqBikezwdvC,69
You Broke My Heart,Drake,5Se32hEA9raeboZerywxka,75
The Shoe Fits,Drake,2Mph2Rvl5kVg0MYtfV60wZ,57
Stories About My Brother,Drake,0ZB5pdrM1leH58IgokDPZM,62
Red Button,Drake,5Mc8XDfGQCMkOEZm9rS1cE,59
8am in Charlotte,Drake,0w3Mfe4PIVjuFjJbe3OlYv,68
Sticky,Drake,4rmVZajAF7PkrCagGPHbqa,70
5 Am in Toronto,Drake,0FnxK9FEAQyPJ284QcieNb,60
9,Drake,1C7KSXR2GVxknex6I4ANco,81
Push Ups,Drake,3eh51r6rFWAlGQRlHx9QnQ,71
Show of Hands,"Future, Metro Boomin, A$AP Rocky",0cGn4vxyoBftN61XUv2aQk,58
NOSTYLIST,Destroy Lonely,0MXemkrh7WpAfiafcGQwZO,68
One Beer,MF DOOM,4BnrGx9tWNF8aiXl1UhDBa,72
I Think I Like When It Rains,WILLIS,1A3tuE6ti9qoZDwB3LB0t2,3
Cupid's Chokehold / Breakfast in America,Gym Class Heroes,2Lhdl74nwwVGOE2Gv35QuK,77
bando - sped up + reverb,bbygirl,4mIxQgfLFyTIK9DPR28PCm,63
Jacob and the Stone,Emile Mosseri,2nltARCkZyrzjQANViDpuX,75
Ur_Room,Wesley Joseph,2pACOpgaJOULkKFatoEbAR,50
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",28drn6tQo95MRvO0jQEo5C,80
Like That,"Future, Metro Boomin, Kendrick Lamar",2tudvzsrR56uom6smgOcSf,82
Cinderella,"Future, Metro Boomin, Travis Scott",0hKtu53OlIFXVuYkZwcn3o,73
Romantic Lover,Eyedress,7s5VQqrjBtrBgZL4pEa46S,74
Eventually,Tame Impala,5M4yti0QxgqJieUYaEXcpw,76
Taking A Walk,Trippie Redd,6vSRW8utiYAdoCfJG2v86r,71
Wish (feat. Trippie Redd) - Trippie Mix,"Diplo, Trippie Redd",0c0YHn3DIQLl1opsQDd9kO,73
Miss The Rage,"Trippie Redd, Playboi Carti",5n4FTCMefvyKUjeWumdaWv,73
I Can't Handle Change,Roar,37l31PrCNsg8baUjarNAi9,78
YKWIM?,Yot Club,2vWBUC9djv6BtiGlmKiQaH,78
Jealous,Eyedress,1aXV8GrmQLvgoFtBPERP7E,80
Left,sign crushes motorist,5orN4HYGUJS3AqewwwFixi,55
Moog City,"Curly, GameChops",0ybSZhfB9a28c7VFkxqRgT,25
Black Dress - Anyma Remix,"070 Shake, Anyma",72R88Czym52F41DZWxL2fY,53
i like the way you kiss me,Artemas,2GxrNKugF82CnoRFbQfzPf,81
Cold,sign crushes motorist,4pHCz444L8yvFDar6FC0xd,58
Amsterdam,Nothing But Thieves,454I78HEySdcHE8fcVabTb,64
Music Sounds Better with You,NEIL FRANCES,1vMGIZbIkpaLSagdF2ygcV,69
A Quick One Before the Eternal Worm Devours Connecticut,Have A Nice Life,34dkZZNQJzEJRqPkywYmEY,62
1998,"Chet Faker, BANKS",47MROyFG8jq21LcLQ1LBJK,53
Summer Mvt. 3 (The Four Seasons),Rousseau,7CvsUrXRAcPhqnpSnibN3q,0
Meet Her At The Love Parade,Vieze Asbak,4sP7NqXvMOTdc9YALzLHoT,0
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",1VNWdmXSbaNrnWod10WIL0,63
Black Dress,070 Shake,4pchG0mOBAJoXXu1vmwyTY,44
No Goodbye,Paul Kalkbrenner,5gwLIRjGFf3hXuHoKEsWLg,65
Hotel,Montell Fish,2LtCEKs68u3RpNh4wybCF8,78
Bathroom,Montell Fish,3sLTYBYs6lJsFK84t2X7wt,78
Searing,Imaginary Ambition,6wC0AuzGLMEZUkWWKorAvn,40
Beggin For Thread,BANKS,4PvD06Pmbm2rHG2JjSlElF,59
Someone New,BANKS,7DF2SSCuHoniuh5sPeMvkv,50
2 seater,"Montell Fish, dj gummy bear",3hU9W3drI6DjpQnvx53osT,57
Us,MOVEMENT,0oGzdzQ8v91ppdUskuzOxM,53
narcotic,Izzamuzzic,3kSJfSJNNrvhq7aFr9MXYk,27
"Stormy Love, NM.","ZHU, JOY.",5EQCzaAbURz9BxfVdmERKd,43
Waters of Monaco,ZHU,2edN2mN0w7fcnOjDZwnaV8,34
Waiting Game,BANKS,27mT3JdR3sRJyiMBFHdhB4,54
The Fall,ZHU,4JiQjlX9oIlsc8iKuBnS0h,33
Suffer With Me,líue,3nfj9Fdbl30TvcZE9sU0Vx,60
Destroy Myself Just For You,Montell Fish,40Fmr4mXhz4PtrMAPTnoXB,74
Blank,Glare,2gpkmR9oX3Jk6rDI6KUwHj,61
u.,niteboi,3bwIVaOlLSX4rInoLgB3uX,60
Better,sign crushes motorist,0Z94dtWElamDwU4NrcGoUR,64
i was only temporary,my head is empty,0X4YYZtZcvqNqYIpMd93IT,72
When I'm Small,Phantogram,2gb31QyfSG3j2QBYPjmRMx,50
Amandine Insensible,Sevdaliza,7uVS81zMKC34RJPdJDIvbJ,40
Intimidated (feat. H.E.R.),"KAYTRANADA, H.E.R.",1jBKtzlwTVtCrScpiiHiKT,56
The Lost Soul Down - Slowed & Reverb,NBSPLV,5XtsfMFmpM401S6dbVaOQw,71
Sleepwalker,"akiaura, LONOWN, STM",1IPHnu3hVkawJMzkP97tcm,70
HOT 44,Baauer,3c8aLAuCra94xQitaQQVmm,32
Tesla,Corvad,4J8yNRPLsdfO1jFgt1ZM5u,38
Intimidated (feat. H.E.R.),"KAYTRANADA, H.E.R.",0dFdGPVLs3k0z9ezYWZzUa,75
R-301 - (Original Mix),TRYM,0sgOUm90NQkNAAS16yUvmL,0
Waiting Too Long,Hippie Sabotage,4aVbFYIU67P8F5pqPakaXQ,51
Stay High - Habits Remix,"Tove Lo, Hippie Sabotage",5JCi3pyggvk4B0yd0BK3ow,67
The Color Violet,Tory Lanez,3azJifCSqg9fRij2yKIbWz,84
Sex on Fire - Originally Performed By Kings of Leon,Cannons,6tCG3KdsUjzOA5uY3w2Hv7,37
