song_name,artist,spotify_id,popularity
"Theme - From ""Eternal Sunshine of the Spotless Mind""/Score",Jon Brion,4AQwwsz0ztRx4YKNb1GdBB,52
née-nah,"21 Savage, Travis Scott, Metro Boomin",2yUzr8Sr6ldG8vmHhZwTnz,70
Cheri Cheri Lady,Modern Talking,2aEuA8PSqLa17Y4hKPj5rr,80
Faint,Linkin Park,4Yf5bqU3NK4kNOypcrLYwU,82
What Once Was,Her's,1XrSjpNe49IiygZfzb74pk,74
Time to Pretend,MGMT,4iG2gAwKXsOcijVaVXzRPW,77
A New Kind Of Love - Demo,"Frou Frou, Imogen Heap, Guy Sigsworth",3fuyYaLhZ2RoP9eWpvfP1H,78
Gooey,Glass Animals,1gk3FhAV07q9Jg77UxnVjX,69
End of Beginning,Djo,3qhlB30KknSejmIvZZLjOD,88
Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",2Hh3ETdQKrmSI3QS0hme7g,82
500lbs,Lil Tecca,1xWkeSPhf3bZqHY7Ncz8vp,67
When Am I Gonna Lose You,Local Natives,5wCVLW9qMtIY9IkBeyYnh6,58
A Kiss,THE DRIVER ERA,7b4iOHMngSAFhgN120hbWB,58
Dope on a Rope,The Growlers,76c1AuZodByXM3X2k48wju,55
Some,Steve Lacy,4riDfclV7kPDT9D58FpmHd,73
Please Please Please Let Me Get What I Want - 2005 Remaster,Deftones,4HpIh5wWfkq5sSuCLLSwYR,66
Young,Vacations,1KIJclzEbNhSVw8tiHPWwE,78
Cheer Up Baby,Inhaler,4jwrBNhvazRacmab5ArWSZ,53
Evergreen,Richy Mitch & The Coal Miners,6me7F0aaZjwDo6RJ5MrfBD,81
Get You Down,Sam Fender,1VK7S4HNNBWIhI6h2RxrbE,43
Getting Started,Sam Fender,1Vijmkl89QlVq3yKfzykd4,45
Will We Talk?,Sam Fender,5g0HSob4PEq7M8blV6y70i,67
Hallelujah Moment,The Snuts,1UOkwtqARzu9QW4IMQjeO0,44
Always,The Snuts,77eb7DGxwuA3ID69HQeDsE,53
That’s All It Is,The Snuts,57k9GKhj6uofn7CiItbEYI,33
Gloria,The Snuts,035nLKzJfA7tGQwIwI6TjZ,39
The Borders,Sam Fender,4hui0bX1Bv89yg1BTsz4NU,64
Hypersonic Missiles,Sam Fender,6CltzquypraYIlWFp48m1O,71
forget her,girl in red,5vFuoZLvUmAzzIiLSEhk0K,57
Seventeen Going Under,Sam Fender,5rF6YUIlgiat22OT1lWspJ,73
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",7CyPwkp0oE8Ro9Dd5CUDjW,90
Cooler Than Me - Single Mix,"Mike Posner, Gigamesh",495O1Affo7AurEPQcvcr18,62
Lovin On Me,Jack Harlow,4xhsWYTOGcal8zt0J161CU,78
Let Go,Aaron May,7cLnbmx7ZUWAwyocrKz3wL,74
Multi-Love,Unknown Mortal Orchestra,1XKAeevAbxSSMuTcRT0APS,55
Hunnybee,Unknown Mortal Orchestra,6AAYNz8jXvVlgG9IpYi42Z,59
worldstar money (interlude),Joji,0baNzeUcPQnQSagpe8T0mD,70
Rock 'n' Roll (Part 2),Gary Glitter,5F40csF5DtKOGfEg8vuz1d,61
Motion Picture Soundtrack,Cigarettes After Sex,3NCQO8ath5huTDMXXtibH6,5
(dream),salvia palth,39iczvfNkZstM8KY8dNDFC,1
NYE [Feat. Suki Waterhouse],"Local Natives, Suki Waterhouse",3qruUcemmywHKW2jQ7EV6J,39
OMG,Suki Waterhouse,64pGB9FHgZsu60aNC3mK9s,50
Moves,Suki Waterhouse,6TT7B4MigCJCc0tqKYEpZC,67
Good Looking,Suki Waterhouse,0j3mqDTK4Z6lvrLzFCUUz6,83
Soak City (Do it),310babii,6iiCzEd1ULpq7nXbZVQ4pi,0
Moveout,PHELL,6VlmwaEpGYphXwP1zxif4u,41
we fell in love in october,girl in red,6IPwKM3fUUzlElbvKw2sKl,83
Swimming Pools (Drank) - Extended Version,Kendrick Lamar,5ujh1I7NZH5agbwf7Hp8Hc,67
She's a Genius,Jet,3O00pFbZqNH82x6iYRa60t,53
Clubbed to Death (The Matrix),Robert D.,2W0BQsqgyO6a2LxGSDDB1I,0
Father Stretch My Hands Pt. 1,Kanye West,4KW1lqgSr8TKrvBII0Brf8,78
Defeated Clown,Hildur Guðnadóttir,2S2ASICVK0L1LtjaysKsel,41
Call Me Joker,Hildur Guðnadóttir,257SoE95qEweGItCB9Q5rE,40
Runaway,"Kanye West, Pusha T",3DK6m7It6Pw857FcQftMds,82
I Wonder,Kanye West,7rbECVPkY5UODxoOUVKZnA,81
Flashing Lights,"Kanye West, Dwele",5TRPicyLGbAF2LGBFbHGvO,84
HYAENA,Travis Scott,0hL9gOw6XBWsygEUcVjxEc,68
TELEKINESIS (feat. SZA & Future),"Travis Scott, SZA, Future",1i9lZvlaDdWDPyXEE95aiq,77
God's Plan,Drake,6DCZcSspjsKoFjzjrWoCdn,83
Sprinter,"Dave, Central Cee",2FDTHlrBguDzQkp7PVj16Q,81
"Pavane, Op. 50 (Version for Piano)","Gabriel Fauré, Jorge Federico Osorio",2mNQl3DEWtkrwKllwYpxi0,44
Gymnopédie No. 1. Lent et douloureux,"Erik Satie, Jean-Yves Thibaudet",7kTVe6XhIveidvkt8nb7jK,58
MELTDOWN (feat. Drake),"Travis Scott, Drake",67nepsnrcZkowTxMWigSbb,74
First Person Shooter (feat. J. Cole),"Drake, J. Cole",7aqfrAY2p9BUSiupwk3svU,72
Honey,"070 Shake, Ralphy River, Hack & Tree",0PoMoPqIJxe6H0rDMnpGP8,55
Glizock & Wizop (feat. Key Glock),"Gucci Mane, Key Glock",0zbGWzQkLY5wn4xyiLYEi0,46
Hell Breaks Loose,"Eminem, Dr. Dre",0FXfAepEmqVCMnvOpb8Hoj,45
Forever,"Drake, Kanye West, Lil Wayne, Eminem",5UsLjwBaTHBX4ektWIr4XX,71
SimpsonWave1995,FrankJavCee,0qqRNnwh86N1XBV94GVgQN,63
Amnesia,"SAY3AM, GERXMVP",0sk88NvXYCsVStLjbVxMJe,42
Watch This - ARIZONATEARS Pluggnb Remix,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",0FA4wrjDJvJTTU8AepZTup,72
MY EYES,Travis Scott,4kjI1gwQZRKNDkw1nI475M,80
rises the moon,Liana Flores,51Grh1RyUDcMBbpuyUIUHI,81
Broken Trust,"SAY3AM, Staarz",5Y4OwloGr9QSxZLZ5DXGte,55
Psycho Dreams (Sped Up),"Kill Eva, ENCASSATOR",6yt46G7lWn0oC2FEZZDsi6,65
Strangers,Kenya Grace,5mjYQaktjmjcMKcUIcqz4s,76
"A Little Trauma Can Be Illuminating, And I'm Shining Like The Sun",$uicideboy$,4sX6GorfHFAy9UdJM00c3v,64
Zatoichi [Feat. slowthai],"Denzel Curry, slowthai",7jn0ATNNqtWgDk8wLYa3gw,47
Miss The Rage (feat. Playboi Carti),"Trippie Redd, Playboi Carti",2BITQ360Knh6qNAOqR7Dyq,3
Z4L (with Bari & Jay2),"Smino, Young Pink, Jay2",3X6YJcqTinaNraRvojF62K,57
ecstacy (slowed),SUICIDAL-IDOL,1JgknGBbrfmEHeOZH051SS,75
IDGAF (feat. Yeat),"Drake, Yeat",2YSzYUF3jWqb9YP9VXmpjE,75
Selfish Soul,Sudan Archives,3ceTUPvI4JAuSwFWfeB7Ym,37
LUMBERJACK,"Tyler, The Creator",6cFamI2vPztQoopGMnjD64,53
BEST INTEREST,"Tyler, The Creator",3jHdKaLCkuNEkWcLVmQPCX,76
Sirens,EV,3HeOOjms1LHV4U91lKcbwd,36
Everlong,Foo Fighters,5UWwZ5lm5PKu6eKsHAGxOk,83
Natural Born Killer,Avenged Sevenfold,5o8OdhjVZSF2wCj7M8UpMN,63
DOGTOOTH,"Tyler, The Creator",6OfOzTitafSnsaunQLuNFw,69
"GONE, GONE / THANK YOU","Tyler, The Creator",1hz7SRTGUNAtIQ46qiNv2p,75
I hope that you think of me,"Pity Party (Girls Club), Lucys",42LY6qYxu3L6nJ7Dt72gNy,61
Heavenly,Cigarettes After Sex,70YTBH8vOGJNMhy6186yFm,55
Softcore,The Neighbourhood,2K7xn816oNHJZ0aVqdQsha,83
My Hero,Foo Fighters,4dVbhS6OiYvFikshyaQaCN,75
All My Life,Foo Fighters,6tsojOQ5wHaIjKqIryLZK6,72
La Dee Da,Foo Fighters,0MfVTButkC0WU7aUcIskU6,41
Mourning,Post Malone,0gWrMbx6pbdH3n3nsLjE55,61
Bat Country,Avenged Sevenfold,6irNz2hSXvd2QJG0vXyBFR,42
Ugly,$uicideboy$,3qDbBtbRv6eBls6q51pAL7,61
Not Even Ghosts Are This Empty,$uicideboy$,7rzNKooM3JrKVT40fR22HI,69
The Pretender,Foo Fighters,7x8dCjCr0x6x2lXKujYD34,78
Flame,Sundara Karma,3PVsWhlUR6mNxU9fk1BWca,49
Neon Roses,The Technicolors,0s1PsjRpN9v3gveUOM6Iux,54
Are You In The Mood?,Bay Faction,42XktxKkoDrsyO3gZizdtt,0
Jigsaw Falling Into Place,Radiohead,0YJ9FWWHn9EfnN0lHwbzvV,78
She,"Tyler, The Creator, Frank Ocean",5WzfCu5fhgm7jv896EN1Md,76
Time Today,Moneybagg Yo,0YrKSfpvflYnLSBd4Jtu6J,70
Glock In My Lap,"21 Savage, Metro Boomin",6pcywuOeGGWeOQzdUyti6k,76
Yonkers,"Tyler, The Creator",1nwkSqzTyXBk6XF796EOav,60
Pistol,Cigarettes After Sex,2nD9CUfMMUVxL0UyFs8fGG,9
Overdrive,Post Malone,3t0ic4mkhvhamrKDkulB8v,58
Violent Pornography,System Of A Down,249Z7XT6mf8B2zuI0RaeS0,71
Spiders,System Of A Down,4vAHXnJ5YWLq5hbIVzZS1h,29
Between Angels And Insects,Papa Roach,24z528iI9kZu5LbkLainjI,69
Kill The Noise,Papa Roach,2DyDyOW1hRYFFaMhBCAHJ9,65
Last Resort,Papa Roach,5W8YXBz9MTIDyrpYaCg2Ky,82
Out Getting Ribs,King Krule,41fXeYArdTRuSDO4C3Nabg,61
Scars,Papa Roach,1UREw2MCfU0xwBzCAjxlUD,71
Liebestraum No. 3,Rousseau,4PNKBMhWgJAwUawNGpVwBY,0
Arabesque No. 1,Rousseau,3KOSyr9WSD2x4l77k8k7Bo,44
"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor","Niccolò Paganini, Itzhak Perlman",6cC6h5E351deEGFd7Kh9uy,57
"Etude, Op. 25 - No. 11 (Winter Wind)",Rousseau,1bSNFDjyrGXuuRyBSgvmAV,0
August,flipturn,0elCmyfISzkP5tAYTVuYjS,68
Window,Still Woozy,42Fm8hxhh8i0Zx0Si7XIxd,61
Telephones,Vacations,0JIMT9gzLIIz0esKLyjbKf,81
Chemical,Post Malone,5w40ZYhbBMAlHYNDaVJIUu,74
Backstage Pass (with Monte Booker & The Drums),"Smino, monte booker, The Drums",4LLNd36WeJKv8pzjGeoMXZ,59
Young Folks,Peter Bjorn and John,4dyx5SzxPPaD8xQIid5Wjj,77
scapegoats,Baby Keem,0Zt9ySO9K4BrQW7cfFgKFR,1
FRANCE FREESTYLE,Baby Keem,75ftoUBjPhkjeGeEMOBxkf,30
MOSHPIT,Baby Keem,6XrRiRgDivf3Kv4CKuQh9o,54
HONEST,Baby Keem,58k32my5lKofeZRtIvBDg9,75
Resonance,Home,10cBpoAnh6wMAO2ujxHQUz,0
Passed Tense,"George FitzGerald, Panda Bear",2uUAW6qgya8keByF9mh3ui,28
Rips in Jeans,Niko B,7K0ga2R3IgiwDOZlk9SC9n,50
Ojitos Lindos,"Bad Bunny, Bomba Estéreo",3k3NWokhRRkEPhCzPmV8TW,83
a-okay,"blackwave., Abhi The Nomad",70I8nlO75XOU0IPXcnT5gj,38
All I Want,"Lane 8, Arctic Lake",47cmM6ptQ3dH7iQlcWg9ac,35
Funny Thing,Thundercat,1c5CllrZr45UBhWpIqM332,72
Out Getting Ribs,King Krule,30JUrbIq4PsRjIvDz8freE,61
Looking Out for You,Joy Again,3jfZ9M23l0L7RxzYMTgBTv,78
Reflections,The Neighbourhood,2xql0pid3EUwW38AsywxhV,81
this body means nothing to me,Shrimp,2zQQai9nqofvLZ703t0Jxi,54
Border Line,King Krule,04CwADpo37TwnwqQLskoo5,50
Sweet Disposition,Feeling Blew,0xz9eftUO5Ohc3iK1GBd9Y,55
Out Getting Ribs (Slowed),Feeling Blew,0zXeXUVSTzRdLS4vCxS047,51
Carrollton,$uicideboy$,2XSrt1dcuOXPgl3B4bxmBz,64
$uicideboy$ Were Better In 2015,$uicideboy$,6LoaYlv0bC1TyctuADqNFh,61
Avalon,$uicideboy$,19n8izXThARSuQAXrOKNbO,71
1000 Blunts,$uicideboy$,09riz9pAPJyYYDVynE5xxY,76
Loved You A Little (with Taking Back Sunday and Charlotte Sands),"The Maine, Taking Back Sunday, Charlotte Sands",0IPKskRI33eRXjUhNUr9b5,51
Liar (It Takes One To Know One),Taking Back Sunday,5heRy6IDNiQXDJf1tZ6SUc,58
Judy Is a Punk - 40th Anniversary Mono Mix,Ramones,5ByzOSn3xMsSRmTZnVvoNm,25
die (sped up),"lucidbeatz, Key Kelly",56YnSY2VyWLJPijfrzK6Gc,59
Confidence,Ocean Alley,7to68V64Cu6zk0UDo5tyw3,5
The Killing Moon,Echo & the Bunnymen,35E2eKIEXXnP5q9L51iOAk,63
First of the Gang to Die,Morrissey,56rcBuVd1mpTeqP9cj3szc,61
Everyday Is Like Sunday - 2011 Remaster,Morrissey,0egYMfS7hjEneR86a9K61w,62
Diablo,Mac Miller,3BDpkLMkgrtrM3HckrVIXr,62
KARMA SEEKER,VANT,5xcgLXtKQKcN3QPBW8K5xd,20
PARKING LOT,VANT,4KdtBLGQAHIVEvr9UqBlYs,23
Rush E,Sheet Music Boss,7CBN7Kwx1g8SBJZyUbhHc6,55
Headlines,Drake,6LxSe8YmdPxy095Ux6znaQ,84
Dammit,blink-182,6WkSUgo1VdpzgtiXKlFPcY,67
Take Me Where Your Heart Is,Q,1RJl5cZ8kFpoVFOS2x6scI,62
Space Song,Beach House,1ujxjsoNvh4XgS2fUNwkZ2,74
Miss Summer,ODIE,58VNpcJpI5dEKxYByCkbXc,59
Holiday House,Beach House,0Hz3Bf0SjlKlqYvIwH9a70,43
Fallin',Joey Bada$$,1pkK7kZtxGBoXb583vDS9E,47
SLOW DANCING IN THE DARK,Joji,0rKtyWc8bvkriBthvHKY8d,5
LED Spirals - Extended Version,Le Castle Vania,3RxNoBUmsatoQ86dAhV92v,54
John Wick Mode,Le Castle Vania,2zwcnaxahJOnYwG0H6tXTz,58
Blood Code,Le Castle Vania,1wbRT9FlUYwh1cjmCN97gy,53
Eye For an Eye,Rina Sawayama,63OiFJTU3Xv1CCCLFJQ6Fl,37
Billie Toppy,Men I Trust,5jyj2XKWILHQxDoz59ddCT,60
Rose Pink Cadillac,DOPE LEMON,5J59tqY0Ad4r27tJJajzyB,69
Wholeness and the Implicate Order,The Last Dinosaur,3JuFH3tVsj4n8tI1vuGwRK,0
Dastaan,Tajdar Junaid,2Bu8OV53cpcpVRgx1JRYte,29
Flutterings,Laurent Dury,4jPDXeO35s1zwhRJ9rdmXg,47
You Never Loved,"Daniele Luppi, Greg Gonzalez",0ruRHROLpJygqJ8g6BdTZ1,34
Rose Pink Cadillac - LARRY PINK THE HUMAN Remix,"DOPE LEMON, LARRY PINK THE HUMAN",3a4hpFZVuigO7vYWdvzDi5,41
Sundays - Just Piano Version,FKJ,5odaVZOxf5RNGLwhXY5OAg,47
Supermoon,Summer Salt,0JfYy60f4RN77F04fReXmW,0
Slowdiving,"Duñe, Crayon, Lossapardo",4oqyzxXvzHTptWo5l2tlpz,46
Lauren,Men I Trust,7vptmeNwSEVkcwDdqk7UQO,1
Bayou,"((( O ))), Please Wait",0CC0kKfkPSIgokD882T9I5,37
Little Lies,ODIE,6QpZXzHcOgXK41Y3YCx203,60
I Chose Violence,iamjakehill,7l5GAw0cglUUnN7bKAz5ab,54
Nuketown (feat. Iamjakehill),"Josh A, iamjakehill",0GKoO6gnoRrCwwYuvFLp2t,31
Last Nite,The Strokes,7kzKAuUzOITUauHAhoMoxA,72
Better Friends,Bedroom,2oxPRS0DjGNecUpumDubt8,26
Move Forward,Bedroom,4gs8Rpf8UZxvq2tKZGARkK,41
Kids,Current Joys,3pyyGVqWvRMq43qtJBzxe0,4
Feeling Like The End,Joji,1abwytAhbWeHrbsA9eODOy,1
Close To You,Dayglow,50PyquzZ9BaBwLZZd1AuuV,64
Run the World!!!,Dayglow,1YeRzv1VnHGHNwEdIx7emL,55
Digital Bath,Deftones,2jSJm3Gv6GLxduWLenmjKS,71
Body Paint,Arctic Monkeys,11jRCxY01k9jvCdUru0EeP,57
Marisol,Static Dress,6PZtEzByzAIyApOIRX6xIb,0
Snap Out Of It,Arctic Monkeys,0NdTUS4UiNYCNn5FgVqKQY,79
"Sex, Drugs, Etc.",Beach Weather,7DbdUf8aHSYoliSjO6LZv6,74
Dark Angel,Provoker,58lQsFCu6wlgDvOI0MjMmu,50
Raspberry,GROUPLOVE,1F5A4LpF8ylUVtPoMAvNvn,57
Nonchalant,6LACK,7c3K8ifIoaVZ2MSUuGo0Co,54
Untitled,Oddly Shrugs,3K2kEvFHc1OLqlUwSVNb9V,29
Walkin,Denzel Curry,1q8DwZtQen5fvyB7cKbShC,66
Sleep,Royal Blood,4xwqoPbI4OWbDiAVNg6ob8,42
Us - A COLORS SHOW,FKJ,5tHlKei7IIgA29Vef05NYa,52
Vibin' Out,"FKJ, ((( O )))",6SEolIp22t0DzeBfCBo3hr,59
Ylang Ylang,"FKJ, ((( O )))",2CuUB5MbfRShtunR8g5hjR,63
Tadow,"Masego, FKJ",51rPRW8NjxZoWPPjnRGzHw,47
Notion,The Rare Occasions,0sTlGEld0h8kIPZaKDYUf4,82
Love Lost,"Mac Miller, The Temper Trap",0N9C80kcgL0xXGduKnYKWi,6
Sound The Horns,"Wu-Tang Clan, Sadat X, Inspectah Deck, U-God, RZA",22DYLSLl5MVjkhCWmRzYjy,0
No Complaints (feat. Offset & Drake) (Bonus),"Metro Boomin, Offset, Drake",156LzfvMNKuXuiot4uzhGD,65
Neat Neat Neat,The Damned,1RAz4LEdDTC3MtuAoNRESu,49
London Calling - Remastered,The Clash,5jzma6gCzYtKB1DbEwFZKH,70
Tulips & Roses,G-Eazy,4W6gvqpSxaTipukE5521Yl,45
Will He,Joji,7wvwXi9Z66dcH5t202vVkN,69
Sanctuary,Joji,5F1ZmucV0uJY14y2dYKePa,1
Glimpse of Us,Joji,4ewazQLXFTDC8XvCbhvtXs,6
Die For You,Joji,26hOm7dTtBi0TdpDGl141t,6
YEAH RIGHT,Joji,1VGzxJnVQND7Cg5H5wGj14,3
family ties (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",3QFInJAm9eyaho5vBzxInN,78
Robbery,Lime Cordiale,5iAxcPoyxt0HWU5sZToqe5,61
peanut butter,hard life,4K9Jh6jnw0P4FZUwrG6Keb,44
Temper Temper,Lime Cordiale,3DCU0R5FFaB9GKxZERb5wr,62
Falling Asleep,Dominic Fike,4Q09JEsHAZhHOIPTqDGeB2,55
Wild Irish Roses,Smino,6efkcs2aUBMFKxl0cl2JWQ,60
Cleaner Air,Yeek,7vQn8AxjCnao6q9oe7YTG9,0
Empty,Kevin Abstract,6gSw5vz7dcafda23VqMrnl,50
Peach,Kevin Abstract,5JRMqkR82k2fdDEAim9SCN,62
Take Some Time,Wilderado,3C3KF3yVvF7iIsGxkmr6VB,55
Surefire,Wilderado,7MbVZOLSUloG4J3nH3Tnos,62
Silver Lining,Mt. Joy,0i5QVxsK3IvEDbUjTA64Li,6
Superstar Sh*t,Dominic Fike,20j7l6tFtc5lynXpbOQg1O,64
3 Nights,Dominic Fike,0uI7yAKUf52Cn7y3sYyjiX,75
Amphetamine,Smino,3Zau3JcrZcBfw8aVjKGkSX,56
Potions,Day Wave,1M5eu6WDUfs6CqDOqyyzdw,41
Pleaser,Wallows,11zf7m4vw9Ze7cer9Nyhk1,65
Come on Mess Me Up,Cub Sport,0U2G7dJYfwGlG6fNvhN6sr,51
A moment,Richy Mitch & The Coal Miners,1YmJQSchUcB1xTffnP3vkC,0
The Kitchen,Briston Maroney,4oGHJYkGbt2sDpDpBGzTYO,26
20**,Mat Kerekes,6xvjqNeQZn9beGWqMhXfOg,35
Try Hard Fool,The Growlers,2RO4CbCaSq8vjrUOegjhyg,49
Orgasm of Death,The Growlers,4m3uMuu1gYYjZPtZvTOe6t,53
Angelina,Pinegrove,0hN0VPhdK2CVd3oj6dvcST,41
Booster Seat,Spacey Jane,72RC6Kw32QfJi6RzlDKNxs,66
Miracle Mile,Houndmouth,2uL6H4ShIUYyu7FL0fRvsg,0
Under My Skin,Briston Maroney,6jxqLfbOqwKmaffqZMlXXf,0
Maple Syrup,The Backseat Lovers,4MXE6VCvTsQitHWrAxj7Kg,70
6-7,Mo Lowda & the Humble,3diQ9VzFZjIorh0N1Ufzqe,41
Why,Dominic Fike,1xLs8Mu1QEVbGCpyHQ2r2U,67
Black Licorice,Peach Pit,2wH52gGTG6rBVWSc6aEczN,52
Motel 6,River Whyless,6hUTzxvNiJ1c0lYqgoOTBW,64
Lying Through Their Teeth,Krooked Kings,3hneGCI7tzgFpQeZyv83hq,0
Being so Normal,Peach Pit,65sNrvOp2HLlhGTeLJ0nnk,55
Lullaby,Low,1De66xUavye2fNqhCwtgyo,50
Metro Spider (with Young Thug),"Metro Boomin, Young Thug",2VtgzixdB967bHDNu5A1nh,64
90210 (feat. Kacy Hill),"Travis Scott, Kacy Hill",51EC3I1nQXpec4gDk0mQyP,80
Brand New 911,"Joey Bada$$, Westside Gunn",1SJnJJmrqRyE8YSdhEtbPv,55
Big Juice,Big Moochie Grape,2VeAlY9vgQxAsSe1G9Okip,47
Long Time - Intro,Playboi Carti,4IO2X2YoXoUMv0M2rwomLC,73
Codeine Crazy,Future,0joQFwiBKmi6X1Iq5R1ubH,69
Hate To Say I Told You So,The Hives,20j7B6mL9gnNvG3ic6Vwh5,66
Where'd All the Time Go?,Dr. Dog,0UV5zxRMz6AO4ZwUOZNIKI,79
Waltz #2 (XO),Elliott Smith,5AMrnF761nziCWUfjBgRUI,58
Needle In The Hay,Elliott Smith,1bFPKxP56XWDXJOwo3Kvfp,46
Say Yes,Elliott Smith,7zVfEu1dEvRw4EkWoqrBkx,57
Between The Bars,Elliott Smith,52Bg6oaos7twR7IUtEpqcE,63
Miss Misery,Elliott Smith,4zetUxeSCCDwrr1jJT0SuD,56
Feel It Still,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,83
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",6AQbmUe0Qwf5PZnt4HmTXv,72
When You Die,MGMT,3td69vL9Py7Ai9wfXYnvji,63
Kids,MGMT,1jJci4qxiYcOHhQR247rEU,82
Electric Feel,MGMT,3FtYbEfBqAlGO46NUDQSAt,80
Little Dark Age,MGMT,2Y0iGXY6m6immVb2ktbseM,77
Mind Mischief,Tame Impala,6ewQE1dNPv9qqlnB1CxrvM,61
Cretin Hop - 2017 Remaster,Ramones,2GMujhtXaUVaSNbcTSGQ8m,41
Sheena Is a Punk Rocker - 2017 Remaster,Ramones,61MZN0yyMWSEwrLPUUGfgJ,57
I Don't Want to Grow Up,Ramones,1mJ7yK70zjY1VCaRP04ot4,49
Blitzkrieg Bop - 2016 Remaster,Ramones,4KcH1ZRV2W1q7Flq0QqC76,71
Skin and Bones,070 Shake,6slWOE0SO6HjBH0fNd13YB,38
Rain (feat. 070 Shake),"KayCyy, 070 Shake",2SRix5fTELKwEWn2qCV3Fj,24
THE SUN (Prod. Gesaffelstein),"KayCyy, Gesaffelstein",2OEKjBfuCdVPLLUgUf90ZM,44
ARE WE STILL FRIENDS?,"Tyler, The Creator",5TxRUOsGeWeRl3xOML59Ai,82
NEW MAGIC WAND,"Tyler, The Creator",0fv2KH6hac06J86hBUTcSf,77
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",7KA4W4McWYRpgf0fWsJZWB,89
Photosynthesis,"Saba, Jean Deaux",3DlgDXIYtnWtJKiB8bZQMv,1
What Ever Happened?,The Strokes,78Gzxi27GuNHTfkn2BylG4,61
Lightning Over Mexico,"Tom Morello, The Bloody Beetroots, Ana Tijoux",3IxeUGg5HDUz6jhfr66m4A,40
IT'S ALL FADING TO BLACK (feat. blink-182),"XXXTENTACION, blink-182",0R6dvBlNevqkzioHLoygbI,54
In My Mind,The Amazons,0Exl4jdJFmiztWnvXr5nHZ,45
Someday,The Strokes,56NkIxSZZiMpFP5ZNSxtnT,71
I Wanna Be Sedated,Ramones,5NoQvINZLBV1wMYPdNmReL,67
Ode To The Mets,The Strokes,1BLOVHYYlH4JUHQGcpt75R,70
The Adults Are Talking,The Strokes,5ruzrDWcT0vuJIOMW7gMnW,79
Survival Tactics,"Joey Bada$$, Capital Steez",4pNT8XTKWb2vhcsqwzdXCT,63
Look What You've Done,Jet,0ZSmRnXnP5fdANtVlCok1g,1
Bad Decisions,The Strokes,55N8cxpE1QDoeaaNqUnoZ2,61
Empty Room,POORSTACY,5XDei9d2arAWQWXhx1gV23,0
Funkytown - Single Version,Lipps Inc.,0B5kY9i9bmP7554oU4jRoO,55
Killers From The Northside,Kordhell,7jT3LcNj4XPYOlbNkPWNhU,55
Pussy & Millions (feat. Travis Scott),"Drake, 21 Savage, Travis Scott",2KLwPaRDOB87XOYAT2fgxh,70
Circo Loco,"Drake, 21 Savage",7GeTsDIc5ykNB6lORO6Cee,68
Major Distribution,"Drake, 21 Savage",46s57QULU02Voy0Kup6UEb,66
On BS,"Drake, 21 Savage",34tz0eDhGuFErIuW3q4mPX,70
FUNERAL GREY,Waterparks,29zvr7PRPQhE8plnBZ44nZ,0
Witching Hour,Death Lens,29lDF35b1HpDg4JYT0zhk0,0
River,Together Pangea,2HnQYp6xfSxE2LqfbmmJcN,33
Bombshell,Death Lens,2o5FwBMC1raLsBAclAArSD,0
My Head Hurts,Wavves,3kpAiE6nAr5t7OLnl7mNFH,13
Hunny Bunnies,Beach Goons,2rf0ZGDzh4QuttIxg80Ghm,0
Badillac,Together Pangea,5tQkgG7unCiJxaOFp5yc5O,40
Sick Shit,Together Pangea,14q1CWouLEjFT6zu5re8hR,43
Tell Me I’m Alive,All Time Low,3Bzw0mcFyIcVgQbLfxbDGt,35
Bozo,White Reaper,7pllzZF7apoqG7htbXAQsd,25
Judy French,White Reaper,3ZkBjH8PdsINy7fRo0tsqz,39
Real Long Time,White Reaper,3XJWtFxgZdEn1pyFlirO1l,35
Daisies,White Reaper,3uwaQH9ibLHv9lCZ68qHBb,43
Fog Machine,White Reaper,3n0rrjFlZyNSjkYkI3GCdy,31
Sober to Death,Car Seat Headrest,6kOHjAOLz9IvUiRGf72Kec,64
Freeze Me,Death From Above 1979,50jXnyrzW4mcBBqFTMEoAC,0
Pages,White Reaper,6j6OD4QQ2jRuvss0ssZSOK,0
Navy Light,Labyrinth Ear,6o43Gi1cX7Nyi6koSkwIBc,53
Glitter,070 Shake,4DJ9ZxVFyv8AWdBmZnV0CN,52
I Laugh When I'm With Friends But Sad When I'm Alone,070 Shake,7AIOgXmv6jz4NBDxA8d0tc,33
Cocoon,070 Shake,069mlD5el7f9hcN4Wh4YXb,47
Escapism.,"RAYE, 070 Shake",5Z2MiIZ5I3jJvvmeWMLbOQ,6
Under The Moon,070 Shake,2IN5IspnDC534fzg16WtWF,47
Morrow,070 Shake,3sIoWQZbJqUKj5iELz8eTA,50
Guilty Conscience,070 Shake,0smgkpVia3VCXgY4qhVJvp,56
